Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,Dist_1_2,Dist_1_3,Dist_1_4,Dist_2_3,Dist_2_4,Dist_3_4,WithinBounds_Goal1_Drone1,WithinBounds_Goal1_Drone2,WithinBounds_Goal1_Drone3,WithinBounds_Goal1_Drone4,WithinBounds_Goal2_Drone1,WithinBounds_Goal2_Drone2,WithinBounds_Goal2_Drone3,WithinBounds_Goal2_Drone4,WithinBounds_Obs1_Drone1,WithinBounds_Obs1_Drone2,WithinBounds_Obs1_Drone3,WithinBounds_Obs1_Drone4,d_min,rob
0.0,-0.4825277333826383,0.09898829766223738,0.47770398660927804,1.1246131630306624,2.3769449254879533,1.0399388149610944,2.427312979682052,-1.0164052246213013,1.6038040123284838,-1.8759889258191542,0.7180752125289946,0.5988601209361261,2.843957851549676,3.313514290430283,1.529601749433774,3.678287103306678,3.4568789441496492,4.747287846928413,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
0.05,-0.48252463618430486,0.09878014198555184,0.47769673285235115,1.1245512194943208,2.376736694386846,1.0399221067832523,2.427107436186332,-1.0163537976611718,1.60386363362156,-1.875964437019396,0.7180550940881286,0.5988446783062619,2.843919167561715,3.3132664227779807,1.5296577295397458,3.6780084054502087,3.456713490306266,4.747069080000452,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
0.1,-0.4825038918309857,0.09738596103952595,0.4776481487836598,1.1241363353101754,2.3753420082646306,1.0398101990824329,2.425730751053957,-1.0160093511917492,1.604262963931008,-1.875800416424053,0.7179203451955413,0.5987412469674873,2.843660096311397,3.3116066797076287,1.5300332237539036,3.6761418620786697,3.455605432357143,4.745603913105656,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
0.15,-0.4824503621275289,0.09378835105586024,0.4775227801713076,1.1230657486785038,2.3717430947006024,1.0395214271960689,2.4221782880894365,-1.0151205253468931,1.6052934146140023,-1.8753771699774457,0.7175726328253198,0.5984743478837923,2.8429917825081685,3.3073271830493765,1.5310065982685075,3.671326260713257,3.4527470772630573,4.741823818813678,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
0.2,-0.4823515143370718,0.08714501520964385,0.4772912748663382,1.1210888066033609,2.3650973516667833,1.0389881818935562,2.4156183205938753,-1.0134792221975846,1.6071962417662442,-1.8745956043537968,0.7169305482014298,0.5979814928333327,2.841758456546235,3.299437544546498,1.5328207828918445,3.6624372659967697,3.447472378699037,4.734846133167475,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
0.25,-0.48219727643335797,0.0767790354558329,0.47693004379812726,1.1180040699590348,2.3547276158394377,1.038156128518924,2.405382425281827,-1.0109182023109728,1.6101653326253758,-1.8733760824722359,0.7159286665616105,0.5972124626965322,2.8398360519647508,3.2871604820340723,1.53569482046742,3.648576343256292,3.4392511581655,4.723965282779913,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
0.3,-0.4819798923530546,0.06216914436572892,0.47642092196977487,1.1136564185565043,2.340112430910587,1.0369834261335023,2.390955876198153,-1.0073086813094263,1.6143499919743953,-1.8716572790118051,0.7145166069212708,0.5961285857441839,2.8371307996781123,3.2699274178784696,1.5398345286619846,3.629059679638629,3.427683276814701,4.708643973190705,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
0.35,-0.48169377724806994,0.04293999696345728,0.47575082945349784,1.107934156209896,2.320876315899526,1.0354399466585902,2.3719680386348747,-1.00255792642958,1.6198577285450735,-1.8693950359264653,0.7126580918373848,0.5947020159255529,2.833577729280717,3.2473731328254285,1.5454405503617006,3.603406855017779,3.4124924759096222,4.688504127617724,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
0.4,-0.48133537273787025,0.018852442562445643,0.47491143238602157,1.1007661158029405,2.2967800334643345,1.0335064940181264,2.348182763048033,-0.9966068530813854,1.626757041421368,-1.8665612179601003,0.7103300071723874,0.5929150111564774,2.829139033754776,3.2193289314552507,1.5527126937180533,3.571329120690187,3.3935197135701487,4.663317447255712,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
0.45,-0.4809030021617972,-0.010206203398097788,0.4738988039639728,1.0921187643554295,2.2677108582133974,1.0311740232813567,2.319488778974541,-0.9894276214071581,1.6350802064428378,-1.8631425681615237,0.7075214618580696,0.5907592116074709,2.823802274873891,3.1858140188665143,1.5618500485526086,3.5327172128931705,3.370715903530172,4.632995523146324,0,0,0,0,0,0,0,1,0,0,0,0,0.12251879345356383,0.0006167063504582959
