Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,Dist_1_2,Dist_1_3,Dist_1_4,Dist_2_3,Dist_2_4,Dist_3_4,WithinBounds_Goal1_Drone1,WithinBounds_Goal1_Drone2,WithinBounds_Goal1_Drone3,WithinBounds_Goal1_Drone4,WithinBounds_Goal2_Drone1,WithinBounds_Goal2_Drone2,WithinBounds_Goal2_Drone3,WithinBounds_Goal2_Drone4,WithinBounds_Obs1_Drone1,WithinBounds_Obs1_Drone2,WithinBounds_Obs1_Drone3,WithinBounds_Obs1_Drone4,d_min,rob
0.0,-0.4106070934343844,-0.32937991891722174,0.49050484633355484,1.8844444708426105,2.140750542315984,-0.6078031869569616,0.7048913353484285,0.46939155107004416,0.05389664023025498,-0.0017064200338650082,-0.9839866794176308,2.3065991414477107,3.5461368718921342,1.4397914194491102,1.9732988269257197,2.1500309621892413,4.670683977733048,2.7724100035453203,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.05,-0.41052201898122204,-0.3291975158280278,0.4904291827640268,1.8843696597328161,2.14062010333389,-0.6076202851558855,0.7048571406690304,0.4693544937041573,0.0540101653081905,-0.0017082003307782292,-0.9839400880412179,2.306541598190034,3.545735399455631,1.4395198993091802,1.9733425652056433,2.1499147363420104,4.670386018959713,2.7722188908081145,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.1,-0.40995220900303114,-0.32797582004965803,0.48992240481483046,1.8838685913714477,2.1397464517172247,-0.6063952491150032,0.7046281122263212,0.4691062916168929,0.05477053131441243,-0.0017201243679902003,-0.9836280292481147,2.306156186104701,3.543046637164565,1.4377017556577782,1.973635833341802,2.149136301262749,4.668390388139124,2.7709388670547215,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.15,-0.4084818445771112,-0.32482329889249134,0.48861469119650325,1.8825756110416734,2.137492040059025,-0.603234108587591,0.704037116477611,0.4684658192953807,0.05673261546354785,-0.0017508937135630757,-0.9828227780841542,2.3051616506608106,3.5361101361485208,1.4330136744221864,1.9743951572433227,2.147127752515134,4.663241022428615,2.767635892694624,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.2,-0.4057666740216408,-0.3190018627433672,0.4861998711363347,1.8801879974281233,2.1333290502271516,-0.5973967559351261,0.702945785493932,0.4672831250202009,0.06035579419065457,-0.0018077122951594673,-0.9813358036908667,2.3033251444817844,3.523307723834871,1.424370238995867,1.975807012620655,2.143419386787233,4.653733183929574,2.761536854653831,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.25,-0.40153003693785105,-0.30991834045022715,0.48243188823854705,1.8764624663168101,2.126833297293466,-0.5882883982046091,0.7012429188703868,0.4654376989879698,0.06600924875008608,-0.0018963696022868638,-0.979015591855719,2.3004595380590143,3.5033484440934393,1.41091920202181,1.9780350693094872,2.1376346108677002,4.6389000719968,2.752020760062644,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.3,-0.39555888825219904,-0.29711595470675517,0.4771212643444752,1.8712116742950458,2.1176781334630057,-0.575451009205886,0.6988428856364977,0.46283674143392595,0.0739772708143565,-0.0020213238885420505,-0.9757454675623528,2.296420730465513,3.4752536112544874,1.3920375076058937,1.9812269879325282,2.129484843872692,4.617999429405313,2.7386099290661994,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.35,-0.38769982225854105,-0.2802657974370194,0.4701315633927479,1.8643007224513615,2.1056283520031625,-0.5585547815889701,0.695684026166555,0.45941343075451657,0.08446456807300554,-0.0021857853738555272,-0.9714414175408245,2.2911049600695614,3.4383415976395413,1.3673276691873664,1.9855198115016879,2.118764364863873,4.590500070119205,2.720961170311044,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.4,-0.37785509666030603,-0.25915830518011285,0.46137585527946745,1.8556436600754267,2.0905340911728576,-0.5373895789213647,0.6917270540899665,0.4551251916299834,0.09760156983146347,-0.0023917994467359278,-0.9660499128178439,2.284446115248358,3.3922121759072508,1.3366146122843499,1.9910433459084158,2.1053450770330224,4.556068286053654,2.6988569295457334,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.45,-0.36597865661266904,-0.2336947344747947,0.4508131797183907,1.8451999883579662,2.0723247381517176,-0.5118563877653849,0.6869534582016054,0.4499519631469487,0.11344973260991607,-0.002640329866514438,-0.9595457312670131,2.276413045101668,3.336730361336713,1.2999434376238406,1.997921239116896,2.0891711729474767,4.5145541103468965,2.672196406382904,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.5,-0.3520721587647244,-0.20387863724413108,0.43844501010110903,1.8329711640906807,2.0510028329692522,-0.4819587697554797,0.6813639043721598,0.44389446692100165,0.13200684574216964,-0.0029313419655892185,-0.951929780159066,2.2670068701654706,3.27200976243057,1.257578800571666,2.006269747180958,2.0702536940848786,4.465977427193219,2.640986637070429,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
0.55,-0.33618099530165946,-0.1698073361801364,0.42431171735722917,1.818997103366165,2.026637972434031,-0.44779431367555445,0.674976637458481,0.43697247521928423,0.15321233697451586,-0.003263885851669818,-0.9432269187121068,2.256258293125609,3.198395466491659,1.2100067652103845,2.0161944124706714,2.0486649832454935,4.410513925251318,2.605333542591442,0,0,0,0,1,0,0,0,0,0,0,0,0.1909524424206427,0.009876278047054939
