Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,Dist_1_2,Dist_1_3,Dist_1_4,Dist_2_3,Dist_2_4,Dist_3_4,WithinBounds_Goal1_Drone1,WithinBounds_Goal1_Drone2,WithinBounds_Goal1_Drone3,WithinBounds_Goal1_Drone4,WithinBounds_Goal2_Drone1,WithinBounds_Goal2_Drone2,WithinBounds_Goal2_Drone3,WithinBounds_Goal2_Drone4,WithinBounds_Obs1_Drone1,WithinBounds_Obs1_Drone2,WithinBounds_Obs1_Drone3,WithinBounds_Obs1_Drone4,d_min,rob
0.0,-1.3234871043606087,0.9409084819738434,2.315036846113424,-0.517254420142574,1.1015011897063778,-1.3111025555023943,0.22227985854174043,-1.1495541736240584,0.5679836336231054,1.2889046783708302,0.7723822940609155,0.3533285671978259,3.7181565484563732,3.1323512806392784,3.2712828178042335,3.024090955029303,2.4780760478295973,2.2085300744239085,0,0,0,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
0.05,-1.3234791680356142,0.9409039212475447,2.3150188153497924,-0.5172521906206448,1.1014953713208655,-1.3107080467950463,0.22227893498900433,-1.1495479424547466,0.5679910170178188,1.2888971244672383,0.772378758847851,0.35334019559828256,3.717752927754477,3.1323255315607463,3.2712526088920404,3.0238406800972,2.4778114629669603,2.208517960633735,0,0,0,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
0.1,-1.3234260122761117,0.940873374505766,2.3148980492602114,-0.5172372577730667,1.1014564010542511,-1.3080657142313425,0.22227274923588036,-1.1495062074530187,0.5680404693718951,1.2888465300821914,0.7723550807681886,0.3534180800672893,3.7150496158026645,3.1321530713589265,3.2710502778814643,3.022165139021779,2.4760401302249937,2.2084368252551148,0,0,0,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
0.15,-1.323288846658105,0.9407945502588093,2.3145864187714986,-0.517198724351932,1.1013558403482409,-1.3012473152003976,0.22225678722803716,-1.1493985124946906,0.5681680785486289,1.2887159739551115,0.7722939807395085,0.353619056808558,3.708074271759387,3.131708058723574,3.2705281866265734,3.017847498604465,2.471475736117322,2.208227460710709,0,0,0,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
0.2,-1.323035557037743,0.9406489936399051,2.3140109628421897,-0.5171275686516023,1.1011701452489966,-1.2886564799231588,0.22222731183204825,-1.1491996433064335,0.5684037212730908,1.2884748894009457,0.772181153609114,0.35399017985846837,3.6951951814511665,3.130886344323704,3.2695641444558263,3.009897409448544,2.4630716680676112,2.2078408525456097,0,0,0,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
0.25,-1.3226403346468687,0.9404218732594936,2.3131130457941116,-0.5170165403119154,1.100880394484666,-1.2690102740728615,0.22218131967311944,-1.1488893362518375,0.5687714081953612,1.2880987112781939,0.7720051029357138,0.35456926453980875,3.6751032793334124,3.129604291680713,3.268060023551266,2.9975521395340685,2.4500225605321195,2.2072376153405995,0,0,0,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
0.3,-1.3220833051885659,0.9401017680595065,2.3118475146439526,-0.5168600561213936,1.1004720175429117,-1.2413207613954822,0.22211649797281643,-1.1484519871174759,0.5692896289537659,1.2875685229569345,0.771756975771104,0.35538543091551683,3.646794194304185,3.1277975966050904,3.265940372741179,2.980277757505049,2.4317661771325723,2.206387428499079,0,0,1,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
0.35,-1.3213501579327067,0.9396804541676491,2.310181856434833,-0.5166540958204502,1.0999345227484434,-1.204876566330192,0.22203118138679226,-1.1478763598989685,0.5699716972381099,1.2868707032868505,0.77143039744185,0.3564596472424201,3.609550226042992,3.12542010115234,3.2631510251872813,2.957768764052101,2.4079841015155687,2.205268471562552,0,0,1,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
0.4,-1.3204317748114989,0.9391526917516816,2.3080953555678767,-0.5163960979045968,1.0992612253405465,-1.1592244366298101,0.22192430884251488,-1.1471552955870445,0.5708260958529128,1.285996573565256,0.7710213063309687,0.3578052734249767,3.5629222070700513,3.1224425995634397,3.259657697134843,2.9299452304538725,2.378600413644242,2.2038668588382997,0,0,1,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
0.45,-1.3193238595150338,0.9385160118737013,2.305578251133784,-0.516084855427651,1.0984489755506133,-1.104150805981259,0.22179538037699456,-1.1462854209536073,0.571856821780643,1.284942044505123,0.7705277886596101,0.3594286044690161,3.5067112361146036,3.1188516348942414,3.2554445762743303,2.8969468965716936,2.3437779096551443,2.2021760732295426,0,0,1,0,0,0,0,0,0,0,0,0,0.2597867418459652,-2.576059748331954
