Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,Dist_1_2,Dist_1_3,Dist_1_4,Dist_2_3,Dist_2_4,Dist_3_4,WithinBounds_Goal1_Drone1,WithinBounds_Goal1_Drone2,WithinBounds_Goal1_Drone3,WithinBounds_Goal1_Drone4,WithinBounds_Goal2_Drone1,WithinBounds_Goal2_Drone2,WithinBounds_Goal2_Drone3,WithinBounds_Goal2_Drone4,WithinBounds_Obs1_Drone1,WithinBounds_Obs1_Drone2,WithinBounds_Obs1_Drone3,WithinBounds_Obs1_Drone4,d_min,rob
0.0,-0.4497209039733936,-1.9265338782610688,2.2685632216890363,-0.27596374246452493,0.5270642972492551,1.5510376547462954,1.9909382645284734,1.2923378847126838,0.1970281358830901,-0.6998966531736261,-1.6423074410185716,2.082034461335444,2.5622604272906595,4.539736800188644,0.42209661400502707,2.7491508052760945,2.273290667773335,4.405222422211682,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.05,-0.44981930130117426,-1.9264047779551856,2.2685921187626605,-0.27609060967217325,0.5268980958657987,1.551086952784514,1.990798148329794,1.292279901453762,0.1970762492305985,-0.7000239654904827,-1.6420989751282036,2.081826033459779,2.561970006108337,4.53957295333253,0.4222721090985559,2.7491705903452703,2.272873017991097,4.404927330695321,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.1,-0.450478344963668,-1.9255400924973853,2.2687856650069156,-0.2769403383290861,0.5257849155494722,1.5514171402031571,1.9898596808445985,1.2918915423368533,0.19739850185139565,-0.700876675390987,-1.640702716439153,2.0804300293848494,2.5600248700357877,4.5384756014242695,0.4234495249154499,2.7493032141866993,2.270076059157821,4.402951164737002,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.15,-0.45217897217896413,-1.923308817536571,2.269285100824495,-0.27913301805852186,0.5229124127864324,1.5522691713237788,1.987438015275499,1.2908894022342923,0.19823005764703824,-0.7030770480613847,-1.637099744949816,2.0768277149137466,2.5550058812218452,4.535644412134328,0.426503602685921,2.7496463094072197,2.262861623651941,4.3978541255888155,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.2,-0.4553193453132738,-1.9191885518609566,2.2702073575129282,-0.283182013895194,0.5176080577672112,1.5538425294452587,1.9829661748715106,1.289038853315287,0.19976560609459193,-0.7071402496598508,-1.630446508563247,2.0701756917750864,2.545739095912127,4.530418127202268,0.43220180787627444,2.750283149081447,2.2495508307498486,4.388450893213145,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.25,-0.46021945048381185,-1.9127594638903307,2.2716464077704224,-0.2894998954290792,0.5093313669586939,1.5562975307895068,1.9759885045921408,1.2861513351960925,0.2021616108257697,-0.7134802972624931,-1.6200650804257892,2.059796156738256,2.5312829109285397,4.5222678852177856,0.4412386967222328,2.7512853438745855,2.2288112252061096,4.373801824128179,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.3,-0.46712569616167915,-1.9036982581683137,2.273674616201704,-0.2984043659492255,0.4976661356760988,1.5597576284471684,1.9661541227714772,1.282081645090184,0.20553855820607028,-0.7224160088093563,-1.6054334162657045,2.0451671607286643,2.510915232479367,4.510790509834702,0.45425842518736015,2.7527154103631957,2.1996445196186816,4.353204104703214,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.35,-0.4762155117747445,-1.8917721418546205,2.276344089823863,-0.3101241915875599,0.48231267065495653,1.564311716323326,1.953210372782276,1.2767252279584307,0.20998320591391662,-0.7341769530504259,-1.5861756117318035,2.025912867942989,2.4841205938003417,4.495701615278863,0.4718571195826975,2.754628899794019,2.1613745954952397,4.32618219616122,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.4,-0.48760194631052695,-1.8768327912173195,2.2796880285721937,-0.324805130462697,0.4630800226230887,1.5700164330832054,1.936996274700052,1.27001546665927,0.21555083151979412,-0.7489093994916323,-1.5620521597320758,2.001793814964428,2.4505771877393734,4.476828437597752,0.4945640757302564,2.7570758917840092,2.1136358471892365,4.2924771783917715,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.45,-0.5013382669190778,-1.8588103181250943,2.2837220758060384,-0.3425158618237467,0.43987821887258777,1.5768984660978795,1.917435976967166,1.2619209720988809,0.22226748106538913,-0.7666822683408544,-1.5329502077723198,1.9726971698779443,2.410143805196213,4.454102342206317,0.5228085143886066,2.7601017567105,2.0563622626642992,4.252034779061251,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.5,-0.5174225575158629,-1.8377072365395029,2.2884456688146293,-0.3632539151941223,0.41271049583179564,1.5849568553899713,1.8945322080569145,1.2524428733813575,0.23013221764272734,-0.787493080453924,-1.4988738152947731,1.9386269913855183,2.362846683782115,4.427550988558836,0.5568835441909724,2.763747174272085,1.9897778803124435,4.20499198114644,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.55,-0.5358023173846445,-1.8135924290072385,2.2938433893229315,-0.38695159951534863,0.3816655316372832,1.594165297579359,1.8683597281376179,1.2416121079588833,0.23911936997331212,-0.8112739072806294,-1.459934211016742,1.8996944879213937,2.3088662763463104,4.397290154119969,0.5969188290446822,2.768047464312843,1.9143894899318907,4.151662155809869,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.6,-0.5563790597803637,-1.786595113152391,2.2998863139974843,-0.4134819322908698,0.34690967870582956,1.6044744498288799,1.8390587807367094,1.2294867117819046,0.24918078098726296,-0.8378973208107192,-1.4163400502692325,1.856108276767328,2.248523948450003,4.363515234945196,0.6428687962656275,2.773031339881021,1.8309826901428572,4.092518686712622,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
0.65,-0.5790129105320223,-1.7568988081687054,2.306533364952246,-0.44266456872985793,0.30867919630640084,1.6158142337900343,1.8068285444048235,1.2161491094493038,0.26024805640245374,-0.8671823435199071,-1.3683876723355795,1.8081646431678406,2.182268608819052,4.326492451459342,0.6945170319206915,2.7787192320522642,1.7406226768019317,4.0281770523057165,0,0,0,0,0,0,0,0,0,0,0,0,0.13499584642503365,0.046370250308828576
