genotype_as_str,fitness,depth,number_of_the_generation,time_since_the_start_of_the_evolution,seed
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(x3)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.03988938815873285,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(x3)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.03988938815873285,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.039889559476318774,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.039889559476318774,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.039889559476318774,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.039889559476318774,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.039889559476318774,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.039889559476318774,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.039889559476318774,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(6)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.03988956026698417,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(5)) + (np.sqrt(np.abs(9))/x2))))))))) * x3))))))),0.039889565412702804,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/x2)))))),0.03990793702931472,12,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/x2)))))),0.03990793702931472,12,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/x2)))))),0.03990793702931472,12,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/x2)))))),0.03990793702931472,12,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/x2)))))),0.03990793702931472,12,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/x2)))))),0.03990793702931472,12,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/x2)))))),0.03990793702931472,12,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + x1)))))))) * x3))))))),0.039917919544501454,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/np.tanh(6)))))))))) * x3))))))),0.03994139776958609,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (2/x2))))))))) * x3))))))),0.039951588554495154,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((4 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/np.tanh(6)))))))))) * x3))))))),0.03995989535110002,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (8 + (x1/(5 * x4)))))))))) * x3))))))),0.03996652779012184,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(x4))/x2))))))))) * x3))))))),0.03998189602466383,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(9))/(x2 * x4)))))))))) * x3))))))),0.04001678244068835,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((x0 + x0)))))),0.04002079427860291,12,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(x4)))) * x3))))))),0.0400552977904603,18,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh((x0 - np.sqrt(np.abs(8))))))))))),0.04005809943972891,18,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh((x0 - np.sqrt(np.abs(8))))))))))),0.04005809943972891,18,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh((x0 - np.sqrt(np.abs(8))))))))))),0.04005809943972891,18,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - 8))))))) * x3))))))),0.04006537264772959,22,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04006949711206333,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(x2)))) * x3))))))),0.04009440792395902,18,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(x2)))) * x3))))))),0.04009440792395902,18,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(x2)))) * x3))))))),0.04009440792395902,18,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(x2)))) * x3))))))),0.04009440792395902,18,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(x2)))) * x3))))))),0.04009440792395902,18,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(x2)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04010176536491683,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/6))))))))) * x3))))))),0.04011226196372057,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/8))))))))) * x3))))))),0.04012559357552985,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/8))))))))) * x3))))))),0.04012559357552985,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x3/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x0 * np.exp((x3 * 2)))) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040137309376049736,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x3/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x0 * np.exp((x3 * 2)))) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040137309376049736,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x3/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x0 * np.exp((x3 * 2)))) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040137309376049736,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x3/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x0 * np.exp((x3 * 2)))) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040137309376049736,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((6 + np.tanh(8)) + (np.sqrt(np.abs(9))/(x3 * 2)))))))))) * x3))))))),0.04014609081051704,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((((2/7)/np.sin((x2 - 9))) - 3))))))) * x3))))))),0.04018842830822742,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04020800558020951,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04020800558020951,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04020800558020951,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04020800558020951,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04020800558020951,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04020800558020951,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04020800558020951,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(9))/(5 * x4)))))))) * x3))))))),0.040219841030006656,26,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - x3))))))) * x3))))))),0.04022476846166342,22,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - x3))))))) * x3))))))),0.04022476846166342,22,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - x3))))))) * x3))))))),0.04022476846166342,22,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - x3))))))) * x3))))))),0.04022476846166342,22,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/((7/5) * x3))))))),0.040231570138300796,16,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((np.tanh(x1) + 0) + (np.sqrt(np.abs(9))/np.tanh(6)))))))))) * x3))))))),0.04027510728543014,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - (6 + (np.sqrt(np.abs(x4))/(5 * x4)))))))))) * x3))))))),0.0403087827631395,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x2 * 1))))))) * x3))))))),0.040310893558863026,22,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((np.tanh(x1) + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.040339810121191644,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((np.tanh(x1) + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.040339810121191644,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - ((x1 + np.tanh(8)) + (np.sqrt(np.abs(9))/(5 * x4)))))))))) * x3))))))),0.04038969959634073,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((np.tanh((x3 * x2)) * (8/(np.log(1 + np.abs(x2)) - np.sin(3))))) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040426079781584114,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((np.tanh((x3 * x2)) * (8/(np.log(1 + np.abs(x2)) - np.sin(3))))) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040426079781584114,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((np.tanh((x3 * x2)) * (8/(np.log(1 + np.abs(x2)) - np.sin(3))))) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040426079781584114,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.sqrt(np.abs((x1 - np.sqrt(np.abs(np.sin(9)))))))))) * x3))))))),0.040446783848650865,26,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh((x0 - x1))))))))),0.040470647898654566,16,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * (8/x1))) * (((np.tanh(0) - np.sin(np.exp(8))) * (np.tanh(0) - np.sin(np.exp(8)))) - x3))))))))))),0.04047437485658302,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * (8/x1))) * ((np.log(1 + np.abs(0)) * np.tanh(4)) - x3))))))))))),0.04048994633282899,24,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * (8/x1))) * ((np.log(1 + np.abs(0)) * np.tanh(4)) - x3))))))))))),0.04048994633282899,24,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x4 * np.exp((x3 * 2)))) * (np.sin(9) - x3))))))))))),0.04049944483329969,26,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x4 * np.exp((x3 * 2)))) * (np.sin(9) - x3))))))))))),0.04049944483329969,26,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin(1) * (((np.tanh(0) - np.sin(np.exp(8))) * np.tanh(4)) - x3))))))))))),0.04054735549841668,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * (8/np.sin((x1 * 0))))) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.0405562317969833,28,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(1)))) * x3))))))),0.04056732857495471,18,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(1)))) * x3))))))),0.04056732857495471,18,9,28.87716817855835,0
np.tanh(np.sin(np.log(1 + np.abs(np.tanh((7/(np.log(1 + np.abs(np.sqrt(np.abs(np.tanh((7/np.exp(np.sin(3)))))))) * x3))))))),0.040567335443401326,26,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * (8/(np.log(1 + np.abs(x2)) - np.tanh(x1))))) * (((np.tanh(0) - np.sin(np.exp(8))) * x3) - x3))))))))))),0.04061118555095017,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * (8/(np.log(1 + np.abs(x2)) - np.tanh(x1))))) * (((np.tanh(0) - np.sin(np.exp(8))) * x3) - x3))))))))))),0.04061118555095017,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((((np.sin(np.sqrt(np.abs(x4))) + np.log(1 + np.abs((7 * x1)))) + ((np.sin(x0) + (5/x0)) - (0 * np.tanh(x4)))) * (((np.tanh(np.sqrt(np.abs(2))) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040618247002965305,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * 0)) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040628059153557744,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * 0)) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040628059153557744,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * 0)) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - np.sin((x4 - x4))))))))))))),0.040628059153557744,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * 0)) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - np.sin((x4 - x4))))))))))))),0.040628059153557744,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * 0)) * (((np.tanh(np.sqrt(np.abs(2))) - np.sin(np.exp(8))) * 6) - x3))))))))))),0.040628059153557744,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * 0)) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - np.sin((x4 - x4))))))))))))),0.040628059153557744,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * 0)) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - np.sin((x4 - x4))))))))))))),0.040628059153557744,28,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * 0)) * ((2 * 6) - np.sin((x4 - x4))))))))))))),0.040628059153557744,24,9,28.87716817855835,0
np.log(1 + np.abs(np.tanh(np.tanh((x4/np.log(1 + np.abs(np.tanh(np.exp((np.sin((x1 * 0)) * (((np.tanh(0) - np.sin(np.exp(8))) * 6) - np.sin((x4 - x4))))))))))))),0.040628059153557744,28,9,28.87716817855835,0
